#{"t_start": 1781623713.551399, "env_id": "LunarLanderContinuous-v3"}
r,l,t
267.628503,263,1567.414549
16.443016,173,1568.737615
233.346676,219,1568.964296
-18.534003,185,1569.152776
191.104034,356,1569.521805
4.692184,197,1569.722769
237.894219,264,1569.988787
210.600218,321,1570.32011
236.113484,249,1570.578805
249.269951,252,1571.971398
-14.661114,223,1572.195116
23.774148,193,1572.388857
217.084498,288,1572.681989
-7.718733,160,1572.850435
244.91525,276,1573.130833
215.782943,318,1573.455642
216.579747,292,1573.760463
225.596291,377,1575.294161
216.716697,252,1575.567344
232.359078,228,1575.801788
222.954801,270,1576.076573
241.925855,276,1576.353811
219.269806,752,1577.127805
241.836182,255,1578.537629
-23.697083,196,1578.738912
255.985502,280,1579.03439
227.544224,249,1579.294869
223.143998,261,1579.556815
201.527198,300,1579.865965
225.879898,431,1580.322675
112.115422,1000,1584.219235
220.34315,265,1584.495568
219.733573,238,1584.738252
264.329246,252,1584.998699
-1.627482,211,1585.223453
151.946786,636,1587.097317
250.4486,228,1587.329904
223.476548,234,1587.574126
220.792174,229,1587.811577
25.225014,204,1588.020858
230.301084,375,1588.403967
-14.644379,182,1588.593272
214.372716,229,1589.923675
266.453632,297,1590.226472
217.615031,258,1590.488683
203.54874,328,1590.824894
229.461149,274,1591.100052
202.878782,401,1591.522056
234.953312,380,1591.913682
224.480863,284,1593.279552
13.8479,183,1593.471687
15.270476,191,1593.673514
251.350151,268,1593.943617
267.04047,266,1594.217992
244.17664,249,1594.477349
222.593747,603,1595.110176
256.399992,240,1596.515481
-2.351399,187,1596.70572
224.530147,261,1596.973509
239.252141,262,1597.239679
273.496769,243,1597.481725
258.261984,263,1597.758768
185.347188,265,1598.032729
266.214571,268,1599.797426
198.95472,356,1601.239474
196.578001,258,1601.506531
239.347658,256,1601.774567
266.937901,267,1602.046918
237.808055,230,1602.275215
241.98406,243,1602.517183
227.64581,670,1604.288865
233.576551,225,1604.519157
239.768973,220,1604.743194
234.460037,258,1605.006393
244.377778,225,1605.240194
265.398258,235,1605.488239
124.369344,1000,1607.619551
217.446697,311,1607.937025
249.216682,238,1608.171251
5.541378,198,1608.372032
240.885181,236,1608.613286
186.673427,271,1608.89001
259.01006,264,1609.15689
248.092683,242,1609.404144
221.058587,219,1610.706482
-18.803696,168,1610.879864
225.111229,236,1611.139658
211.341834,268,1611.472853
239.688138,341,1611.896393
-33.941434,213,1612.155228
266.630695,268,1612.460105
241.860455,251,1612.756173
238.6247,280,1614.028592
21.738258,178,1614.188249
246.312584,231,1614.391167
209.52207,255,1614.620663
187.820654,313,1614.898914
246.493642,686,1616.905004
16.68816,185,1617.09147
229.710204,500,1618.550262
236.133216,398,1618.912168
-1.298758,178,1619.078042
7.315916,224,1619.318042
216.673133,266,1619.596059
228.385436,223,1619.840116
193.426251,510,1621.519104
250.603056,266,1621.806849
218.753296,259,1622.091033
222.688822,820,1622.972862
250.04156,225,1623.239556
206.188947,306,1623.565789
232.072903,300,1624.854933
223.116854,245,1625.071349
248.041999,282,1625.326265
222.432168,274,1625.573581
250.064566,255,1625.801116
239.749888,265,1626.038122
18.971866,160,1626.184082
37.133104,174,1626.342992
230.098856,239,1627.706492
233.508282,249,1627.970645
224.909988,322,1628.319069
265.310528,244,1628.586998
245.188482,311,1628.924296
2.796212,154,1629.079208
-26.112717,203,1629.301855
244.183991,230,1629.565216
-2.221691,187,1629.780133
0.199085,180,1631.045693
250.096334,282,1631.303386
225.038714,258,1631.539744
222.807617,253,1631.770847
237.7522,256,1633.408245
275.263179,316,1633.730799
237.901589,250,1633.985303
199.290607,288,1635.434623
193.493207,275,1635.715447
21.850867,175,1635.897075
23.73006,157,1636.057553
37.475353,186,1636.246753
14.97208,244,1636.501506
223.043526,274,1636.783138
231.558413,256,1637.058576
257.429992,242,1637.313093
252.595261,238,1638.681248
209.461123,368,1639.056217
196.654698,261,1639.322692
-14.883105,195,1639.523397
186.297011,298,1639.829466
268.560068,242,1640.079434
235.856145,310,1640.40353
249.503681,344,1640.761214
235.155126,292,1642.19593
234.130315,391,1642.597705
223.641931,226,1642.833573
221.261715,243,1643.086691
-4.392635,237,1643.343582
230.627889,251,1643.601867
182.016406,445,1645.177317
191.515033,421,1645.605803
244.802487,264,1645.878194
204.219686,346,1646.234217
218.254138,246,1646.48348
229.927263,261,1646.744632
246.808238,229,1646.985446
-34.085429,311,1648.429726
227.539108,255,1648.693671
257.064969,251,1648.95059
239.008955,712,1651.271977
-28.586112,239,1651.526076
233.094566,228,1651.772199
6.409216,207,1651.995239
-6.098936,146,1653.23982
228.120811,235,1653.504307
147.888405,372,1653.889347
-6.460705,189,1654.083679
235.813782,700,1654.805229
244.575828,255,1655.071959
28.644876,147,1655.224698
201.015954,384,1656.704026
243.684192,246,1656.95325
217.358614,225,1657.184923
240.324396,285,1657.474491
-3.147571,193,1657.66961
-22.962349,412,1658.092028
259.505791,230,1658.332108
-19.480516,173,1658.512497
151.27953,334,1659.960129
256.186023,294,1660.261739
213.762864,255,1660.523344
184.621635,275,1660.812015
219.92787,277,1661.095757
212.133729,263,1661.366113
221.082398,246,1661.629058
268.488213,243,1662.972436
235.201766,279,1663.261847
233.381414,248,1663.513977
96.525913,1000,1664.57821
219.937146,295,1664.889346
241.923366,238,1666.193769
264.361275,255,1666.452858
223.549026,244,1666.702363
248.104709,267,1669.020678
208.03753,262,1669.442164
-4.849089,178,1669.740936
254.242549,326,1670.240678
185.69511,250,1670.6206
216.659012,295,1672.574889
209.187876,269,1672.998933
130.66513,1000,1674.440478
259.868243,219,1674.729832
250.590613,244,1675.055719
4.986074,196,1676.623634
216.050819,282,1676.995589
235.735838,264,1677.33341
232.432373,244,1677.633853
218.60445,220,1677.913952
202.388882,302,1678.346658
238.57187,294,1678.770961
257.609756,274,1679.165812
214.024571,271,1680.883506
7.945139,208,1681.126949
222.428407,235,1681.379853
193.481354,281,1681.69761
240.914301,246,1681.965718
211.50123,307,1682.302465
-4.487409,246,1682.572654
213.552621,241,1682.83704
218.600805,329,1684.342168
186.695368,314,1684.6366
259.50637,236,1684.865912
201.61835,277,1685.145236
202.839487,325,1685.444695
218.669849,285,1685.702672
246.886668,681,1687.303821
214.108219,247,1688.934424
264.225227,266,1689.198018
5.026625,131,1689.321087
11.002691,164,1689.500584
185.2905,312,1689.835566
-4.638013,218,1690.058845
218.263128,238,1690.287143
186.342154,332,1691.689481
248.006963,239,1691.940653
250.560745,243,1692.194354
259.938321,235,1692.429443
195.504492,346,1692.787606
-0.628639,169,1692.954584
234.83986,308,1693.295067
2.06709,189,1693.497033
17.348435,194,1694.745499
230.70829,586,1695.333296
263.908834,229,1695.55434
174.751531,270,1695.837153
232.675915,323,1696.170881
1.510306,184,1696.347594
4.381375,197,1696.538052
220.266189,260,1697.778897
223.626457,259,1698.040932
190.023751,287,1698.339461
281.783881,220,1698.600802
206.216156,263,1698.874815
189.878431,342,1699.22077
235.991128,225,1699.447386
11.147252,184,1699.629438
18.046504,142,1699.766817
-135.091943,373,1701.238608
17.496237,224,1701.465758
251.201335,270,1701.737103
-129.698389,424,1702.166546
25.953254,189,1702.353827
209.566534,230,1702.580213
216.561251,247,1702.829983
192.723349,257,1704.24148
247.232087,272,1706.187135
233.031692,486,1706.721445
282.37422,204,1706.938454
-91.283645,343,1707.311294
206.00561,216,1707.556565
240.346726,285,1707.875518
23.621099,220,1709.219612
162.236543,398,1709.641976
137.896946,335,1709.988629
15.331845,168,1710.161966
-19.058556,186,1710.361679
270.643124,215,1710.582735
213.536815,289,1710.886555
251.25908,203,1711.101999
272.429489,257,1712.489907
-4.463731,178,1712.665418
221.700715,388,1713.068133
-11.501614,183,1713.257508
219.086771,257,1713.524897
210.562889,264,1713.802237
226.395092,226,1714.03541
132.675274,1000,1716.373864
200.103505,237,1716.621243
-18.520285,186,1716.814483
248.01043,215,1717.038225
-29.749528,151,1717.196399
228.134842,220,1717.422045
227.33736,216,1717.651141
246.3417,252,1717.934671
238.388433,251,1719.360461
216.267971,268,1719.639956
227.16883,312,1719.965848
21.38926,300,1720.282319
230.835451,238,1720.522217
231.363301,233,1720.758424
-5.18708,175,1720.945338
246.016172,273,1721.23122
263.324275,247,1724.104136
206.312991,235,1724.360872
23.432146,191,1724.5554
225.425703,307,1724.878819
39.120097,174,1725.064597
246.566717,358,1725.443626
234.356617,481,1725.989284
-28.376012,224,1727.373744
237.758715,381,1727.778613
-0.743458,173,1727.952178
130.978097,1000,1728.991975
203.169399,265,1729.273971
251.022134,269,1730.696857
186.941198,261,1730.971377
22.289682,155,1731.134256
224.640579,237,1731.381377
278.571098,242,1731.632912
163.051606,368,1732.016319
247.068947,232,1732.262232
220.230222,668,1734.102569
182.008776,322,1734.43683
254.406368,263,1734.712726
203.25479,272,1735.000027
216.481538,237,1735.248572
225.837819,257,1735.518168
244.074251,260,1735.807541
-11.943276,186,1736.011965
235.515051,231,1737.402491
238.979996,202,1737.616126
14.906668,179,1737.807394
272.399188,231,1738.053815
243.93053,282,1738.360144
227.667476,416,1738.803259
181.033575,323,1740.779
231.265307,214,1742.119187
33.480891,199,1742.332829
12.307612,178,1742.517205
25.504674,231,1742.759275
267.65276,264,1743.035665
214.920363,320,1743.370972
-16.188517,244,1743.624568
195.486803,255,1743.897758
229.257477,236,1744.145564
5.278769,204,1745.464009
260.108587,264,1745.741142
-15.160861,158,1745.906855
278.682936,222,1746.150145
239.729086,234,1746.400874
242.717408,236,1746.652437
-0.262256,235,1746.905882
209.658147,344,1747.272243
266.398927,242,1747.530632
201.560467,279,1748.925488
251.162579,257,1749.20852
119.27749,1000,1750.279932
-12.359979,222,1750.52518
232.354685,333,1751.966958
269.029889,220,1752.190835
212.793337,252,1752.46665
244.838497,233,1752.715158
249.4823,234,1752.965688
213.220116,240,1753.211591
246.619181,233,1753.447944
6.629898,181,1753.648471
253.92323,213,1753.86662
159.591056,283,1755.29508
261.398274,220,1755.525733
256.891397,221,1755.772392
221.545544,254,1756.037607
258.414328,241,1756.300393
260.222372,285,1756.608346
230.993228,265,1758.369709
131.061018,1000,1760.634303
-20.371447,206,1760.860276
233.275894,232,1761.118782
253.385346,223,1761.352066
239.363286,212,1761.574368
206.715898,229,1761.826216
225.765432,250,1762.101386
4.662566,199,1763.451694
246.167105,229,1763.707396
232.051326,240,1763.972736
244.974479,245,1764.228325
243.457685,804,1765.084844
218.675164,248,1765.357572
244.122472,263,1765.645993
212.364318,356,1767.141354
-8.745834,164,1767.316284
219.174247,287,1767.615149
257.004009,243,1767.87323
246.882343,381,1768.284474
216.550558,228,1768.534199
199.934861,247,1768.820074
222.401423,274,1770.293971
217.795546,285,1770.598708
237.349018,263,1770.879227
217.361624,260,1771.152794
224.844015,264,1771.43174
223.526252,270,1771.737807
220.263931,260,1772.022298
226.902419,227,1772.290254
217.936509,289,1773.789561
245.602988,246,1774.046418
236.835658,511,1774.596705
16.067977,167,1774.781356
-6.3393,169,1774.965336
-12.236473,334,1776.947121
-22.498797,232,1777.23343
197.087675,261,1778.784239
229.725617,242,1779.043103
178.321748,295,1779.349298
-63.830776,334,1779.696675
194.589353,266,1779.969176
213.908783,268,1780.252759
212.398615,304,1780.580027
269.593518,230,1780.835592
245.850483,221,1782.178623
200.060867,258,1782.443457
206.546233,384,1782.837405
207.627532,269,1783.117362
211.806401,246,1783.371949
243.165036,264,1783.637962
241.238376,250,1783.896971
245.079064,267,1785.300181
252.306919,240,1785.545329
231.705421,242,1785.796152
230.092926,211,1786.016927
277.759366,281,1786.310397
236.537196,209,1786.529068
200.33445,258,1786.798657
113.967012,1000,1788.968829
251.898059,237,1789.21709
206.616168,218,1789.449242
208.640771,297,1789.759676
16.268545,185,1789.943376
280.549409,256,1790.210336
7.102255,201,1790.424346
224.809104,220,1791.791983
219.705146,250,1792.05833
239.584245,330,1792.399627
276.762684,235,1792.646259
224.177618,230,1794.294615
261.428263,251,1794.58417
261.954502,240,1794.852804
252.326991,228,1795.1077
222.292861,284,1796.570229
250.661839,245,1796.831246
31.514254,197,1797.030311
238.149437,260,1797.307297
214.326182,310,1797.630647
199.793103,330,1797.972711
237.783639,273,1798.264604
-9.703072,188,1798.466647
258.525338,251,1799.884821
175.524902,313,1800.219485
230.812556,279,1800.512679
217.903609,302,1800.831682
-14.705652,253,1801.092169
280.94131,483,1801.604472
254.311539,226,1801.855121
264.911424,247,1803.350987
1.518418,251,1803.614323
261.879986,258,1803.889184
209.000217,392,1804.31772
5.16742,231,1804.565816
247.432349,248,1804.83546
258.973984,342,1805.207973
224.974849,275,1806.731435
203.935767,288,1807.036661
2.181985,158,1807.205561
253.017314,241,1807.461043
37.836788,203,1807.680985
202.522979,576,1808.31431
168.345691,399,1808.758483
233.062,282,1810.287886
264.859221,238,1810.539283
-17.115766,227,1810.786613
207.443278,249,1812.543114
256.793947,337,1812.921333
233.761338,243,1813.189028
211.084106,307,1813.537334
22.008346,203,1813.762218
213.166034,438,1815.487127
234.259204,238,1815.754714
256.016856,334,1816.100646
241.417771,250,1816.372942
23.358401,171,1816.554039
210.935817,350,1816.940541
218.053504,243,1817.219289
238.583766,199,1818.667118
247.44061,242,1818.928209
230.449615,229,1819.173746
-0.252372,187,1819.378604
200.557873,249,1819.659374
248.650031,271,1819.950938
192.15183,243,1820.225574
249.799915,252,1820.498221
237.794025,231,1820.754428
-89.535529,252,1822.262693
-42.052272,220,1822.50122
246.926056,353,1822.891702
247.199548,240,1823.151011
-11.003672,192,1823.369476
-0.912861,180,1823.56377
219.578832,354,1823.939533
230.398609,232,1824.194521
266.233443,218,1825.681869
236.314634,239,1825.94115
250.955786,262,1826.222182
109.225067,1000,1827.346495
204.69046,291,1827.666507
247.721084,221,1829.17263
253.485352,250,1829.454808
266.252328,256,1831.150153
245.405428,233,1831.445018
234.326766,246,1831.752315
-13.09799,149,1831.935696
238.977584,256,1832.236854
223.28934,262,1832.544166
242.102445,237,1832.808124
